gene,ensembl,name,pc1_loading,pc2_loading,category
COL14A1,ENSG00000187955,"collagen, type XIV, alpha 1 [Source:HGNC Symbol;Acc:HGNC:2191]",-0.019064200292938382,0.006502199284118654,PC1
DENND2D,ENSG00000162777,DENN/MADD domain containing 2D [Source:HGNC Symbol;Acc:HGNC:26192],-0.019056417714009868,0.002679673917830024,PC1
CGN,ENSG00000143375,cingulin [Source:HGNC Symbol;Acc:HGNC:17429],-0.019045446110190697,0.004402507242294909,PC1
LINC01212,ENSG00000240405,long intergenic non-protein coding RNA 1212 [Source:HGNC Symbol;Acc:HGNC:49644],-0.01904292391777644,-0.006522749915130687,PC1
MREG,ENSG00000118242,melanoregulin [Source:HGNC Symbol;Acc:HGNC:25478],-0.01903876645919422,-0.007729786180527902,PC1
CYP26A1,ENSG00000095596,cytochrome P450 family 26 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2603],-0.019029055593626536,0.004320227843525554,PC1
PCDH7,ENSG00000169851,protocadherin 7 [Source:HGNC Symbol;Acc:HGNC:8659],-0.019028546435180333,-0.0055154900127791714,PC1
ZFPM1,ENSG00000179588,"zinc finger protein, FOG family member 1 [Source:HGNC Symbol;Acc:HGNC:19762]",-0.019025854707986206,-0.0027163551130607844,PC1
RP11-946P6.4,ENSG00000279360,NA,-0.019020810432504764,0.002929692066717986,PC1
CTB-129P6.7,ENSG00000280087,NA,-0.019008945637750498,-0.0017464939450952941,PC1
FMN1,ENSG00000248905,formin 1 [Source:HGNC Symbol;Acc:HGNC:3768],-0.019007611162251515,-0.0035579251713494884,PC1
MACROD1,ENSG00000133315,MACRO domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29598],-0.019005176388088362,0.0037107398318513103,PC1
ATP6V0E2-AS1,ENSG00000204934,ATP6V0E2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44180],-0.01899610732560881,-0.002653575154667311,PC1
PRKCE,ENSG00000171132,"protein kinase C, epsilon [Source:HGNC Symbol;Acc:HGNC:9401]",-0.018991879616346432,0.006669340578060441,PC1
AKAP12,ENSG00000131016,A-kinase anchoring protein 12 [Source:HGNC Symbol;Acc:HGNC:370],-0.018988409731974406,-0.006595054477684721,PC1
ANKRD44,ENSG00000065413,ankyrin repeat domain 44 [Source:HGNC Symbol;Acc:HGNC:25259],-0.018982108324226914,-0.005218601476347176,PC1
OIP5-AS1,ENSG00000247556,OIP5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43563],-0.018982013727454786,0.006581815567584746,PC1
LMF1,ENSG00000103227,lipase maturation factor 1 [Source:HGNC Symbol;Acc:HGNC:14154],-0.018980610041713114,9.88775400037986e-7,PC1
RGS20,ENSG00000147509,regulator of G-protein signaling 20 [Source:HGNC Symbol;Acc:HGNC:14600],-0.018965963166993838,0.0029556777381917194,PC1
TMEM98,ENSG00000006042,transmembrane protein 98 [Source:HGNC Symbol;Acc:HGNC:24529],-0.018962247089069195,-3.573517783705872e-4,PC1
TMEM170B,ENSG00000205269,transmembrane protein 170B [Source:HGNC Symbol;Acc:HGNC:34244],-0.01895630111357349,-0.0017694113114867865,PC1
USP54,ENSG00000166348,ubiquitin specific peptidase 54 [Source:HGNC Symbol;Acc:HGNC:23513],-0.018943085163774697,-0.006487489742764878,PC1
SLC25A5,ENSG00000005022,"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5 [Source:HGNC Symbol;Acc:HGNC:10991]",-0.018939064030036742,-0.008072579323700708,PC1
KCNK2,ENSG00000082482,"potassium channel, two pore domain subfamily K, member 2 [Source:HGNC Symbol;Acc:HGNC:6277]",-0.018937241207053302,0.004649973610965561,PC1
PECR,ENSG00000115425,peroxisomal trans-2-enoyl-CoA reductase [Source:HGNC Symbol;Acc:HGNC:18281],-0.01893422361323505,-0.004341024315744447,PC1
CTD-2647L4.4,ENSG00000259366,NA,-0.01892607242999525,9.940167600284817e-4,PC1
UBA6-AS1,ENSG00000248049,UBA6 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:49083],-0.018922318459502034,-6.334322924342096e-4,PC1
P2RX7,ENSG00000089041,"purinergic receptor P2X, ligand gated ion channel, 7 [Source:HGNC Symbol;Acc:HGNC:8537]",-0.018921604269910578,0.009379404911892588,PC1
AUH,ENSG00000148090,AU RNA binding protein/enoyl-CoA hydratase [Source:HGNC Symbol;Acc:HGNC:890],-0.01892072429903149,2.5055612607784644e-4,PC1
POU4F1,ENSG00000152192,POU class 4 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9218],-0.018917672508231162,-1.338864848947055e-4,PC1
RBPMS2,ENSG00000166831,RNA binding protein with multiple splicing 2 [Source:HGNC Symbol;Acc:HGNC:19098],-0.01891625329856642,-0.004797021611419812,PC1
CLYBL,ENSG00000125246,citrate lyase beta like [Source:HGNC Symbol;Acc:HGNC:18355],-0.01890833246064571,0.0056924777156768845,PC1
LINC00698,ENSG00000244342,long intergenic non-protein coding RNA 698 [Source:HGNC Symbol;Acc:HGNC:27720],-0.018907000515253892,-0.008391972417430128,PC1
PTTG1IP,ENSG00000183255,pituitary tumor-transforming 1 interacting protein [Source:HGNC Symbol;Acc:HGNC:13524],-0.018905507908615216,0.0042282196404713245,PC1
CAPN3,ENSG00000092529,calpain 3 [Source:HGNC Symbol;Acc:HGNC:1480],-0.01890453806064753,0.004364339124012276,PC1
COL9A1,ENSG00000112280,"collagen, type IX, alpha 1 [Source:HGNC Symbol;Acc:HGNC:2217]",-0.018898929491133285,-1.5968796247615467e-5,PC1
MARS2,ENSG00000247626,"methionyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:25133]",-0.018889985116581947,-0.0059731089914648264,PC1
FRAT2,ENSG00000181274,frequently rearranged in advanced T-cell lymphomas 2 [Source:HGNC Symbol;Acc:HGNC:16048],-0.0188868113368568,-0.001875230856723797,PC1
RGS1,ENSG00000090104,regulator of G-protein signaling 1 [Source:HGNC Symbol;Acc:HGNC:9991],-0.018879696477239666,-0.0012711680902029075,PC1
SLC12A7,ENSG00000113504,"solute carrier family 12 (potassium/chloride transporter), member 7 [Source:HGNC Symbol;Acc:HGNC:10915]",-0.018877785756063883,-0.005413273834767601,PC1
NSG1,ENSG00000168824,neuron specific gene family member 1 [Source:EntrezGene;Acc:27065],-0.018876168841471523,-0.008655619279366613,PC1
IRX6,ENSG00000159387,iroquois homeobox 6 [Source:HGNC Symbol;Acc:HGNC:14675],-0.018873045962497746,-0.0051613309092034985,PC1
ATF7IP2,ENSG00000166669,activating transcription factor 7 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:20397],-0.018863556930924348,-0.0011830249675441032,PC1
PLN,ENSG00000198523,phospholamban [Source:HGNC Symbol;Acc:HGNC:9080],-0.018861416243443098,6.958391670279031e-4,PC1
SLCO4A1-AS1,ENSG00000232803,SLCO4A1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40537],-0.018861068468160252,-0.006000418820195197,PC1
MTMR4,ENSG00000108389,myotubularin related protein 4 [Source:HGNC Symbol;Acc:HGNC:7452],-0.018858662664794787,0.0070758803509586255,PC1
C4orf19,ENSG00000154274,chromosome 4 open reading frame 19 [Source:HGNC Symbol;Acc:HGNC:25618],-0.018848202418489057,-0.006686920071647163,PC1
RREB1,ENSG00000124782,ras responsive element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10449],-0.01884639586603267,0.00280788917991778,PC1
ANKRD19P,ENSG00000187984,"ankyrin repeat domain 19, pseudogene [Source:HGNC Symbol;Acc:HGNC:22567]",-0.018839663248721043,7.279768255514089e-4,PC1
MSRB2,ENSG00000148450,methionine sulfoxide reductase B2 [Source:HGNC Symbol;Acc:HGNC:17061],-0.018836890324488476,0.008307872634281344,PC1
LINC01608,ENSG00000253877,long intergenic non-protein coding RNA 1608 [Source:HGNC Symbol;Acc:HGNC:51662],-0.01883332476069367,0.004180165473826594,PC1
CHCHD10,ENSG00000250479,coiled-coil-helix-coiled-coil-helix domain containing 10 [Source:HGNC Symbol;Acc:HGNC:15559],-0.018826139324878723,-2.042455245037198e-4,PC1
GAPDHS,ENSG00000105679,"glyceraldehyde-3-phosphate dehydrogenase, spermatogenic [Source:HGNC Symbol;Acc:HGNC:24864]",-0.01882062424919698,-0.007623619450395907,PC1
FAM149A,ENSG00000109794,family with sequence similarity 149 member A [Source:HGNC Symbol;Acc:HGNC:24527],-0.018819155112679037,0.00781887594768657,PC1
PLP1,ENSG00000123560,proteolipid protein 1 [Source:HGNC Symbol;Acc:HGNC:9086],-0.01880680740814414,9.74046973584111e-4,PC1
C12orf76,ENSG00000174456,chromosome 12 open reading frame 76 [Source:HGNC Symbol;Acc:HGNC:33790],-0.018804867970474683,0.003394222911579261,PC1
HAGHL,ENSG00000103253,hydroxyacylglutathione hydrolase-like [Source:HGNC Symbol;Acc:HGNC:14177],-0.01880478217580698,0.0026630807390352618,PC1
DNM1P51,ENSG00000235370,dynamin 1 pseudogene 51 [Source:HGNC Symbol;Acc:HGNC:48500],-0.01880398330126198,-3.879051703793813e-4,PC1
TMEM133,ENSG00000170647,transmembrane protein 133 [Source:HGNC Symbol;Acc:HGNC:24033],-0.01879922319008963,0.004727814530612711,PC1
TMEM135,ENSG00000166575,transmembrane protein 135 [Source:HGNC Symbol;Acc:HGNC:26167],-0.018792479528385753,-0.005115867041222427,PC1
TAPT1,ENSG00000169762,transmembrane anterior posterior transformation 1 [Source:HGNC Symbol;Acc:HGNC:26887],-0.01877439980362157,-0.00824388924805038,PC1
TTN,ENSG00000155657,titin [Source:HGNC Symbol;Acc:HGNC:12403],-0.01875943532130284,9.232050854549831e-4,PC1
PMEL,ENSG00000185664,premelanosome protein [Source:HGNC Symbol;Acc:HGNC:10880],-0.018752156727977094,-0.005302170637318225,PC1
RP11-352B15.2,ENSG00000260611,NA,-0.018752033387956436,-4.896001387152434e-5,PC1
LINC00174,ENSG00000179406,long intergenic non-protein coding RNA 174 [Source:HGNC Symbol;Acc:HGNC:27788],-0.018745425493620686,0.006367608092367394,PC1
TNRC6C-AS1,ENSG00000204282,TNRC6C antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44360],-0.01874288945785894,-0.003957116245289668,PC1
BTK,ENSG00000010671,Bruton tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:1133],-0.018742334218948914,0.003012189421599778,PC1
TMEM129,ENSG00000168936,transmembrane protein 129 [Source:HGNC Symbol;Acc:HGNC:25137],-0.01874220494038901,-2.0418864952849255e-4,PC1
AC083843.1,ENSG00000259820,NA,-0.018740886584868027,-0.007317029166538207,PC1
TMEM33,ENSG00000109133,transmembrane protein 33 [Source:HGNC Symbol;Acc:HGNC:25541],-0.01873820957355077,-0.0021068814628622764,PC1
CIPC,ENSG00000198894,CLOCK-interacting pacemaker [Source:HGNC Symbol;Acc:HGNC:20365],-0.01873420845893698,-0.0026082834804961033,PC1
SLC25A4,ENSG00000151729,"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4 [Source:HGNC Symbol;Acc:HGNC:10990]",-0.018732762852695928,-0.0038854318552963936,PC1
LONRF1,ENSG00000154359,LON peptidase N-terminal domain and ring finger 1 [Source:HGNC Symbol;Acc:HGNC:26302],-0.018725273526826566,-0.005736807937221829,PC1
RP11-313J2.1,ENSG00000215146,NA,-0.018719457593800275,0.006350842073450839,PC1
APOC1,ENSG00000130208,apolipoprotein C-I [Source:HGNC Symbol;Acc:HGNC:607],-0.01871761232185961,-0.006519887622172531,PC1
NBEAL2,ENSG00000160796,neurobeachin like 2 [Source:HGNC Symbol;Acc:HGNC:31928],-0.018716286740318937,-0.0010316120489190907,PC1
ZNF521,ENSG00000198795,zinc finger protein 521 [Source:HGNC Symbol;Acc:HGNC:24605],-0.01871491630282827,-0.007717199175463173,PC1
CDK5R1,ENSG00000176749,"cyclin-dependent kinase 5, regulatory subunit 1 (p35) [Source:HGNC Symbol;Acc:HGNC:1775]",-0.018709700890370443,-0.004057821183819452,PC1
SCARB1,ENSG00000073060,scavenger receptor class B member 1 [Source:HGNC Symbol;Acc:HGNC:1664],-0.018707857083115745,7.47614769896393e-4,PC1
RENBP,ENSG00000102032,renin binding protein [Source:HGNC Symbol;Acc:HGNC:9959],-0.018700084100266058,2.6367306710287157e-4,PC1
PRDM7,ENSG00000126856,PR domain containing 7 [Source:HGNC Symbol;Acc:HGNC:9351],-0.018695037544109845,1.5163067005668574e-4,PC1
PSEN2,ENSG00000143801,presenilin 2 [Source:HGNC Symbol;Acc:HGNC:9509],-0.018686511199641816,-0.008122432450604069,PC1
CYFIP2,ENSG00000055163,cytoplasmic FMR1 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:13760],-0.018675277367313364,1.717814249011543e-4,PC1
ANO5,ENSG00000171714,anoctamin 5 [Source:HGNC Symbol;Acc:HGNC:27337],-0.018670955327112885,-0.002144250279213602,PC1
CPEB2,ENSG00000137449,cytoplasmic polyadenylation element binding protein 2 [Source:HGNC Symbol;Acc:HGNC:21745],-0.018658312141689688,0.001372598350704782,PC1
CTTNBP2,ENSG00000077063,cortactin binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15679],-0.018649722164708598,0.002696804015829569,PC1
CLDN15,ENSG00000106404,claudin 15 [Source:HGNC Symbol;Acc:HGNC:2036],-0.018643041980796467,0.003644415173857193,PC1
LINC01320,ENSG00000228262,long intergenic non-protein coding RNA 1320 [Source:HGNC Symbol;Acc:HGNC:50526],-0.01862573702585655,-8.764694846751316e-4,PC1
RP11-59E19.4,ENSG00000261364,NA,-0.018624479124544492,-0.0022738406380367,PC1
PROM1,ENSG00000007062,prominin 1 [Source:HGNC Symbol;Acc:HGNC:9454],-0.018623614431350737,-0.006785385186926896,PC1
CCDC141,ENSG00000163492,coiled-coil domain containing 141 [Source:HGNC Symbol;Acc:HGNC:26821],-0.01861052104157795,0.0025084048535525027,PC1
SLC25A25-AS1,ENSG00000234771,SLC25A25 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27844],-0.018608996091198843,7.366697058178151e-4,PC1
FAM78A,ENSG00000126882,family with sequence similarity 78 member A [Source:HGNC Symbol;Acc:HGNC:25465],-0.018605758447868284,-0.0058860822233772194,PC1
FAM13A,ENSG00000138640,family with sequence similarity 13 member A [Source:HGNC Symbol;Acc:HGNC:19367],-0.01860437584250023,0.008982577078358976,PC1
ALX1,ENSG00000180318,ALX homeobox 1 [Source:HGNC Symbol;Acc:HGNC:1494],-0.018603304124141566,0.0023706828027897273,PC1
FAM162A,ENSG00000114023,family with sequence similarity 162 member A [Source:HGNC Symbol;Acc:HGNC:17865],-0.018588623056210687,0.0022169887395902753,PC1
RAB38,ENSG00000123892,"RAB38, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9776]",-0.018575742251126973,-0.007263858589466724,PC1
PAQR8,ENSG00000170915,progestin and adipoQ receptor family member VIII [Source:HGNC Symbol;Acc:HGNC:15708],-0.018570891686838377,0.007427552778835468,PC1
GRTP1,ENSG00000139835,growth hormone regulated TBC protein 1 [Source:HGNC Symbol;Acc:HGNC:20310],-0.018570660155211416,0.004340934527261075,PC1
GAS1,ENSG00000180447,growth arrest specific 1 [Source:HGNC Symbol;Acc:HGNC:4165],-0.018568484469504317,-0.0038515427274807526,PC1
RP11-356B19.11,ENSG00000271833,NA,-0.018564114739049405,0.00676683816453547,PC1
CLCN7,ENSG00000103249,"chloride channel, voltage-sensitive 7 [Source:HGNC Symbol;Acc:HGNC:2025]",-0.018559364540627177,0.002567140180695123,PC1
PCDHB15,ENSG00000113248,protocadherin beta 15 [Source:HGNC Symbol;Acc:HGNC:8686],-0.018558120009590676,0.003159208370063895,PC1
RTEL1-TNFRSF6B,ENSG00000026036,RTEL1-TNFRSF6B readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:44095],-0.018555969633017075,0.0014854494511043915,PC1
DIP2C,ENSG00000151240,disco interacting protein 2 homolog C [Source:HGNC Symbol;Acc:HGNC:29150],-0.01855467434719791,4.3943628231965786e-4,PC1
VWA1,ENSG00000179403,von Willebrand factor A domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30910],-0.01854360340525852,-8.225079354650653e-4,PC1
RHPN1,ENSG00000158106,"rhophilin, Rho GTPase binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19973]",-0.018526720737539356,-0.005813256018007442,PC1
RASSF3,ENSG00000153179,Ras association (RalGDS/AF-6) domain family member 3 [Source:HGNC Symbol;Acc:HGNC:14271],-0.01852552252023455,-0.0025888843402100776,PC1
BANCR,ENSG00000278910,BRAF-activated non-protein coding RNA [Source:HGNC Symbol;Acc:HGNC:43877],-0.018507533358838375,0.0013437328656268393,PC1
ZFYVE26,ENSG00000072121,"zinc finger, FYVE domain containing 26 [Source:HGNC Symbol;Acc:HGNC:20761]",-0.01850724229175847,-7.502135163530584e-4,PC1
LAMC3,ENSG00000050555,laminin subunit gamma 3 [Source:HGNC Symbol;Acc:HGNC:6494],-0.018504246532839462,0.003939125426172497,PC1
AC011294.3,ENSG00000233539,NA,-0.018501884771440175,0.001258906779808973,PC1
PLCL1,ENSG00000115896,phospholipase C like 1 [Source:HGNC Symbol;Acc:HGNC:9063],-0.018496930945255268,-0.009065372079734636,PC1
RAVER2,ENSG00000162437,"ribonucleoprotein, PTB-binding 2 [Source:HGNC Symbol;Acc:HGNC:25577]",-0.01849078047917069,-8.843533222873137e-4,PC1
FABP7,ENSG00000164434,"fatty acid binding protein 7, brain [Source:HGNC Symbol;Acc:HGNC:3562]",-0.018486820214838176,-0.007601387948401483,PC1
SCD5,ENSG00000145284,stearoyl-CoA desaturase 5 [Source:HGNC Symbol;Acc:HGNC:21088],-0.018481623409604585,0.009082439199260465,PC1
SREBF2,ENSG00000198911,sterol regulatory element binding transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:11290],-0.018477355661727125,0.008514955350176557,PC1
FBXL13,ENSG00000161040,F-box and leucine-rich repeat protein 13 [Source:HGNC Symbol;Acc:HGNC:21658],-0.018476290978001013,-0.00769560503959105,PC1
AATK,ENSG00000181409,apoptosis-associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:21],-0.018475773037257413,-0.002454337408071039,PC1
USP6NL,ENSG00000148429,USP6 N-terminal like [Source:HGNC Symbol;Acc:HGNC:16858],-0.01847326015199234,-0.009797651169604725,PC1
VEGFB,ENSG00000173511,vascular endothelial growth factor B [Source:HGNC Symbol;Acc:HGNC:12681],-0.018472980694588918,0.008088883617750071,PC1
SIRPAP1,ENSG00000225774,signal-regulatory protein alpha pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:9663],-0.01847283735737968,-0.0010306062419580537,PC1
PLA2G16,ENSG00000176485,phospholipase A2 group XVI [Source:HGNC Symbol;Acc:HGNC:17825],-0.01846749238723498,0.002423899007605097,PC1
ABCC5,ENSG00000114770,ATP binding cassette subfamily C member 5 [Source:HGNC Symbol;Acc:HGNC:56],-0.01846219169511511,0.0014680220222656835,PC1
GDNF-AS1,ENSG00000248587,GDNF antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:43592],-0.01845046286888356,0.0074135517528229646,PC1
TGDS,ENSG00000088451,"TDP-glucose 4,6-dehydratase [Source:HGNC Symbol;Acc:HGNC:20324]",-0.018443660971796214,-0.006462115225742324,PC1
ATP10B,ENSG00000118322,"ATPase, class V, type 10B [Source:HGNC Symbol;Acc:HGNC:13543]",-0.018436691569871107,-0.009529763440214728,PC1
RP4-545C24.1,ENSG00000244198,NA,-0.01842525679164217,0.0029937713632993052,PC1
METTL9,ENSG00000197006,methyltransferase like 9 [Source:HGNC Symbol;Acc:HGNC:24586],-0.018424410858163313,-0.006825899581224877,PC1
RP11-621L6.3,ENSG00000273321,NA,-0.018421588951774186,0.003200448035353565,PC1
CTD-2201I18.1,ENSG00000249825,uncharacterized LOC101929215 [Source:EntrezGene;Acc:101929215],-0.01842052902978365,-0.003083138220307897,PC1
GNS,ENSG00000135677,glucosamine (N-acetyl)-6-sulfatase [Source:HGNC Symbol;Acc:HGNC:4422],-0.018417271929706398,-0.0076024916846045235,PC1
TBC1D16,ENSG00000167291,TBC1 domain family member 16 [Source:HGNC Symbol;Acc:HGNC:28356],-0.018397341856911678,-0.0033954184541621977,PC1
TBC1D14,ENSG00000132405,TBC1 domain family member 14 [Source:HGNC Symbol;Acc:HGNC:29246],-0.01839539828610859,-0.008901901126555692,PC1
CERS4,ENSG00000090661,ceramide synthase 4 [Source:HGNC Symbol;Acc:HGNC:23747],-0.018386975157488446,0.007069583763182727,PC1
SREBF1,ENSG00000072310,sterol regulatory element binding transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:11289],-0.018384571521261037,0.0019074453490870186,PC1
NDUFS1,ENSG00000023228,NADH:ubiquinone oxidoreductase core subunit S1 [Source:HGNC Symbol;Acc:HGNC:7707],-0.01837676930441346,-0.005301726189782127,PC1
TMEM128,ENSG00000132406,transmembrane protein 128 [Source:HGNC Symbol;Acc:HGNC:28201],-0.01837578080105687,-4.1099167476259885e-5,PC1
PSCA,ENSG00000167653,prostate stem cell antigen [Source:HGNC Symbol;Acc:HGNC:9500],-0.018353048495948647,-0.002317860460949647,PC1
XXyac-YR38GF2.1,ENSG00000281969,NA,-0.018350128112527724,-0.005181711749045394,PC1
OGDH,ENSG00000105953,oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide) [Source:HGNC Symbol;Acc:HGNC:8124],-0.01834455130559374,-0.0015710655802068352,PC1
IDI2-AS1,ENSG00000232656,IDI2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:30885],-0.01834022524773148,0.008450249956022015,PC1
STXBP2,ENSG00000076944,syntaxin binding protein 2 [Source:HGNC Symbol;Acc:HGNC:11445],-0.018335904730925452,-0.008922791512606982,PC1
ZADH2,ENSG00000180011,zinc binding alcohol dehydrogenase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28697],-0.018331091115878287,-9.527150415126911e-6,PC1
RFTN2,ENSG00000162944,raftlin family member 2 [Source:HGNC Symbol;Acc:HGNC:26402],-0.018327256004588476,0.0092069552076408,PC1
SESN3,ENSG00000149212,sestrin 3 [Source:HGNC Symbol;Acc:HGNC:23060],-0.018325005405421476,0.0015523732913256736,PC1
SLC25A12,ENSG00000115840,"solute carrier family 25 (aspartate/glutamate carrier), member 12 [Source:HGNC Symbol;Acc:HGNC:10982]",-0.01832391353126997,0.009099717659147036,PC1
RP11-80F22.14,ENSG00000261350,NA,-0.018320162636993063,-0.005548888383145155,PC1
RP11-259K5.2,ENSG00000270194,NA,-0.01831868461836847,0.004810107568588155,PC1
AMOT,ENSG00000126016,angiomotin [Source:HGNC Symbol;Acc:HGNC:17810],-0.018313241792821358,-0.0038952200652917633,PC1
LINC01366,ENSG00000235172,long intergenic non-protein coding RNA 1366 [Source:HGNC Symbol;Acc:HGNC:27416],-0.018312332032083826,-3.9120061933391013e-4,PC1
HSBP1L1,ENSG00000226742,heat shock factor binding protein 1-like 1 [Source:HGNC Symbol;Acc:HGNC:37243],-0.018311464898500912,0.00938182149310273,PC1
